id,id_sell,instrument,quantity,price,update_timestamp
1000313,1000637,ONGC,3.0,11.0,"2023/03/08, 19:18:57"
1000639,1000276,ONGC,3.0,14.0,"2023/03/08, 19:18:58"
1000640,1000274,TCS,2.0,13.0,"2023/03/08, 19:19:00"
1000643,1000058,TCS,3.0,14.0,"2023/03/08, 19:19:00"
1000647,1000204,TCS,3.0,18.0,"2023/03/08, 19:19:02"
1000649,1000250,TCS,3.0,18.0,"2023/03/08, 19:19:03"
1000619,1000653,ONGC,3.0,17.0,"2023/03/08, 19:19:09"
1000660,1000102,RIL,3.0,13.0,"2023/03/08, 19:19:09"
1000354,1000664,ONGC,3.0,19.0,"2023/03/08, 19:19:11"
1000665,1000420,INFY,4.0,16.0,"2023/03/08, 19:19:11"
1000666,1000428,RIL,4.0,19.0,"2023/03/08, 19:19:12"
1000539,1000667,ONGC,4.0,13.0,"2023/03/08, 19:19:13"
1000668,1000220,RIL,5.0,17.0,"2023/03/08, 19:19:13"
1000669,1000652,RIL,2.0,18.0,"2023/03/08, 19:19:17"
1000676,1000279,RIL,2.0,14.0,"2023/03/08, 19:19:17"
1000677,1000131,TCS,4.0,19.0,"2023/03/08, 19:19:18"
1000348,1000680,TCS,2.0,16.0,"2023/03/08, 19:19:19"
1000444,1000684,INFY,5.0,18.0,"2023/03/08, 19:19:21"
1000686,1000474,ONGC,2.0,13.0,"2023/03/08, 19:19:23"
1000688,1000540,TCS,3.0,12.0,"2023/03/08, 19:19:23"
1000079,1000689,ONGC,2.0,16.0,"2023/03/08, 19:19:24"
1000696,1000316,INFY,4.0,18.0,"2023/03/08, 19:19:27"
1000385,1000698,INFY,5.0,16.0,"2023/03/08, 19:19:28"
1000254,1000699,RIL,4.0,18.0,"2023/03/08, 19:19:29"
1000701,1000121,RIL,2.0,15.0,"2023/03/08, 19:19:30"
1000366,1000703,ONGC,4.0,14.0,"2023/03/08, 19:19:34"
1000709,1000519,TCS,3.0,11.0,"2023/03/08, 19:19:34"
1000711,1000561,TCS,5.0,18.0,"2023/03/08, 19:19:35"
1000671,1000713,RIL,3.0,17.0,"2023/03/08, 19:19:36"
1000712,1000670,RIL,2.0,13.0,"2023/03/08, 19:19:36"
1000663,1000715,INFY,5.0,18.0,"2023/03/08, 19:19:38"
1000717,1000615,INFY,4.0,16.0,"2023/03/08, 19:19:38"
1000718,1000635,TCS,5.0,15.0,"2023/03/08, 19:19:39"
1000720,1000571,INFY,2.0,12.0,"2023/03/08, 19:19:39"
1000554,1000723,INFY,5.0,16.0,"2023/03/08, 19:19:41"
1000722,1000595,TCS,3.0,18.0,"2023/03/08, 19:19:41"
1000727,1000706,ONGC,3.0,13.0,"2023/03/08, 19:19:43"
1000728,1000267,ONGC,3.0,16.0,"2023/03/08, 19:19:43"
1000431,1000734,RIL,4.0,17.0,"2023/03/08, 19:19:46"
1000730,1000648,INFY,3.0,20.0,"2023/03/08, 19:19:46"
1000737,1000590,RIL,4.0,15.0,"2023/03/08, 19:19:48"
1000738,1000499,TCS,3.0,20.0,"2023/03/08, 19:19:49"
1000740,1000483,INFY,4.0,12.0,"2023/03/08, 19:19:49"
1000746,1000085,ONGC,4.0,15.0,"2023/03/08, 19:19:52"
1000149,1000748,RIL,4.0,11.0,"2023/03/08, 19:19:53"
1000465,1000749,ONGC,5.0,10.0,"2023/03/08, 19:19:54"
1000751,1000672,INFY,3.0,19.0,"2023/03/08, 19:19:55"
1000125,1000754,INFY,2.0,19.0,"2023/03/08, 19:19:56"
1000756,1000470,ONGC,3.0,10.0,"2023/03/08, 19:19:57"
1000757,1000097,INFY,2.0,17.0,"2023/03/08, 19:19:58"
1000758,1000055,TCS,2.0,14.0,"2023/03/08, 19:19:58"
1000762,1000201,ONGC,4.0,12.0,"2023/03/08, 19:20:00"
1000287,1000764,RIL,4.0,12.0,"2023/03/08, 19:20:01"
1000763,1000486,TCS,2.0,15.0,"2023/03/08, 19:20:01"
1000765,1000441,INFY,4.0,13.0,"2023/03/08, 19:20:02"
1000766,1000136,RIL,3.0,13.0,"2023/03/08, 19:20:02"
1000773,1000221,ONGC,4.0,20.0,"2023/03/08, 19:20:06"
1000774,1000516,RIL,3.0,20.0,"2023/03/08, 19:20:06"
1000412,1000776,RIL,4.0,16.0,"2023/03/08, 19:20:07"
1000777,1000456,ONGC,4.0,18.0,"2023/03/08, 19:20:08"
1000780,1000206,TCS,3.0,15.0,"2023/03/08, 19:20:09"
1000525,1000783,ONGC,5.0,10.0,"2023/03/08, 19:20:11"
1000423,1000785,INFY,4.0,15.0,"2023/03/08, 19:20:12"
1000421,1000790,INFY,3.0,16.0,"2023/03/08, 19:20:14"
1000742,1000786,ONGC,3.0,19.0,"2023/03/08, 19:20:14"
1000791,1000222,RIL,3.0,11.0,"2023/03/08, 19:20:15"
1000318,1000794,TCS,3.0,10.0,"2023/03/08, 19:20:17"
1000638,1000800,ONGC,5.0,13.0,"2023/03/08, 19:20:20"
1000796,1000604,RIL,4.0,15.0,"2023/03/08, 19:20:20"
1000803,1000096,INFY,3.0,17.0,"2023/03/08, 19:20:21"
1000555,1000804,INFY,5.0,13.0,"2023/03/08, 19:20:22"
1000810,1000556,ONGC,3.0,18.0,"2023/03/08, 19:20:25"
1000705,1000816,ONGC,4.0,13.0,"2023/03/08, 19:20:28"
1000743,1000822,RIL,3.0,18.0,"2023/03/08, 19:20:31"
1000807,1000821,TCS,4.0,11.0,"2023/03/08, 19:20:31"
1000824,1000495,ONGC,4.0,11.0,"2023/03/08, 19:20:32"
1000735,1000826,ONGC,4.0,13.0,"2023/03/08, 19:20:33"
1000825,1000747,ONGC,3.0,13.0,"2023/03/08, 19:20:33"
1000827,1000295,TCS,2.0,12.0,"2023/03/08, 19:20:33"
1000135,1000828,TCS,2.0,19.0,"2023/03/08, 19:20:34"
1000832,1000489,RIL,4.0,19.0,"2023/03/08, 19:20:36"
1000835,1000620,ONGC,4.0,16.0,"2023/03/08, 19:20:37"
1000574,1000840,TCS,3.0,10.0,"2023/03/08, 19:20:40"
1000658,1000837,ONGC,4.0,19.0,"2023/03/08, 19:20:40"
1000521,1000843,ONGC,2.0,12.0,"2023/03/08, 19:20:42"
1000844,1000655,TCS,3.0,15.0,"2023/03/08, 19:20:42"
1000383,1000848,INFY,5.0,15.0,"2023/03/08, 19:20:46"
1000852,1000457,TCS,3.0,14.0,"2023/03/08, 19:20:46"
1000408,1000854,ONGC,3.0,11.0,"2023/03/08, 19:20:47"
1000736,1000858,ONGC,3.0,15.0,"2023/03/08, 19:20:49"
1000855,1000476,ONGC,5.0,18.0,"2023/03/08, 19:20:49"
1000867,1000012,TCS,3.0,17.0,"2023/03/08, 19:20:53"
1000292,1000871,ONGC,5.0,15.0,"2023/03/08, 19:20:55"
1000872,1000546,ONGC,4.0,18.0,"2023/03/08, 19:20:56"
1000645,1000878,ONGC,5.0,13.0,"2023/03/08, 19:20:59"
1000877,1000438,INFY,5.0,20.0,"2023/03/08, 19:20:59"
1000881,1000185,TCS,5.0,12.0,"2023/03/08, 19:21:01"
1000882,1000378,RIL,2.0,19.0,"2023/03/08, 19:21:01"
1000883,1000436,TCS,4.0,15.0,"2023/03/08, 19:21:01"
1000884,1000454,ONGC,3.0,16.0,"2023/03/08, 19:21:02"
1000885,1000719,INFY,4.0,11.0,"2023/03/08, 19:21:02"
1000886,1000253,TCS,4.0,18.0,"2023/03/08, 19:21:03"
1000212,1000894,ONGC,2.0,18.0,"2023/03/08, 19:21:07"
1000487,1000887,RIL,3.0,16.0,"2023/03/08, 19:21:07"
1000895,1000472,TCS,4.0,13.0,"2023/03/08, 19:21:07"
1000896,1000577,INFY,3.0,12.0,"2023/03/08, 19:21:08"
1000333,1000897,TCS,4.0,12.0,"2023/03/08, 19:21:09"
1000898,1000625,RIL,2.0,11.0,"2023/03/08, 19:21:09"
1000900,1000169,TCS,3.0,19.0,"2023/03/08, 19:21:10"
1000405,1000903,TCS,2.0,18.0,"2023/03/08, 19:21:11"
1000904,1000270,ONGC,4.0,12.0,"2023/03/08, 19:21:12"
1000572,1000905,INFY,3.0,18.0,"2023/03/08, 19:21:12"
1000622,1000906,INFY,3.0,18.0,"2023/03/08, 19:21:13"
1000363,1000907,TCS,5.0,16.0,"2023/03/08, 19:21:16"
1000913,1000193,TCS,2.0,14.0,"2023/03/08, 19:21:16"
1000527,1000914,TCS,2.0,16.0,"2023/03/08, 19:21:18"
1000915,1000601,ONGC,4.0,11.0,"2023/03/08, 19:21:18"
1000916,1000739,INFY,5.0,17.0,"2023/03/08, 19:21:18"
1000523,1000917,RIL,4.0,16.0,"2023/03/08, 19:21:19"
1000920,1000866,INFY,3.0,14.0,"2023/03/08, 19:21:21"
1000922,1000197,INFY,3.0,17.0,"2023/03/08, 19:21:21"
1000927,1000520,INFY,4.0,12.0,"2023/03/08, 19:21:24"
1000928,1000259,TCS,4.0,19.0,"2023/03/08, 19:21:24"
1000865,1000929,RIL,3.0,20.0,"2023/03/08, 19:21:25"
1000930,1000357,ONGC,4.0,12.0,"2023/03/08, 19:21:25"
1000931,1000552,ONGC,5.0,16.0,"2023/03/08, 19:21:26"
1000151,1000933,RIL,4.0,11.0,"2023/03/08, 19:21:27"
1000446,1000944,RIL,5.0,13.0,"2023/03/08, 19:21:32"
1000938,1000778,TCS,5.0,15.0,"2023/03/08, 19:21:32"
1000164,1000945,ONGC,5.0,17.0,"2023/03/08, 19:21:33"
1000560,1000947,INFY,4.0,15.0,"2023/03/08, 19:21:34"
1000948,1000358,TCS,3.0,19.0,"2023/03/08, 19:21:34"
1000876,1000950,ONGC,2.0,14.0,"2023/03/08, 19:21:36"
1000951,1000334,TCS,5.0,11.0,"2023/03/08, 19:21:36"
1000266,1000958,RIL,5.0,11.0,"2023/03/08, 19:21:39"
1000962,1000614,RIL,3.0,13.0,"2023/03/08, 19:21:41"
1000963,1000563,INFY,4.0,12.0,"2023/03/08, 19:21:42"
1000964,1000493,ONGC,3.0,10.0,"2023/03/08, 19:21:42"
1000289,1000965,RIL,4.0,18.0,"2023/03/08, 19:21:43"
1000968,1000067,RIL,5.0,14.0,"2023/03/08, 19:21:46"
1000972,1000729,INFY,3.0,19.0,"2023/03/08, 19:21:46"
1000725,1000974,TCS,3.0,18.0,"2023/03/08, 19:21:48"
1000976,1000836,INFY,5.0,16.0,"2023/03/08, 19:21:48"
1000979,1000294,RIL,3.0,11.0,"2023/03/08, 19:21:50"
1000636,1000982,ONGC,3.0,11.0,"2023/03/08, 19:21:51"
1000980,1000799,ONGC,3.0,16.0,"2023/03/08, 19:21:51"
1000248,1000984,TCS,4.0,14.0,"2023/03/08, 19:21:52"
1000986,1000782,INFY,2.0,12.0,"2023/03/08, 19:21:53"
1000224,1000989,TCS,4.0,10.0,"2023/03/08, 19:21:55"
1000992,1000596,INFY,3.0,13.0,"2023/03/08, 19:21:56"
1000995,1000400,ONGC,2.0,17.0,"2023/03/08, 19:21:59"
1000997,1000434,INFY,2.0,15.0,"2023/03/08, 19:21:59"
