instrument,update_timestamp,price,sma
RIL,2023-03-08 18:51:00,15.5,
RIL,2023-03-08 18:52:00,12.0,
TCS,2023-03-08 18:51:00,16.333333333333332,
TCS,2023-03-08 18:52:00,14.5,
INFY,2023-03-08 18:51:00,16.0,
INFY,2023-03-08 18:52:00,13.25,
ONGC,2023-03-08 18:51:00,17.0,
ONGC,2023-03-08 18:52:00,14.2,
RIL,2023-03-08 18:51:00,15.5,
RIL,2023-03-08 18:52:00,12.0,
TCS,2023-03-08 18:51:00,16.333333333333332,
TCS,2023-03-08 18:52:00,14.5,
INFY,2023-03-08 18:51:00,16.0,
INFY,2023-03-08 18:52:00,13.25,
ONGC,2023-03-08 18:51:00,17.0,
ONGC,2023-03-08 18:52:00,14.166666666666666,
RIL,2023-03-08 18:51:00,15.5,
RIL,2023-03-08 18:52:00,12.75,
TCS,2023-03-08 18:51:00,16.333333333333332,
TCS,2023-03-08 18:52:00,14.5,
INFY,2023-03-08 18:51:00,16.0,
INFY,2023-03-08 18:52:00,13.25,
ONGC,2023-03-08 18:51:00,17.0,
ONGC,2023-03-08 18:52:00,14.428571428571429,
RIL,2023-03-08 18:51:00,15.5,
RIL,2023-03-08 18:52:00,12.75,
TCS,2023-03-08 18:51:00,16.333333333333332,
TCS,2023-03-08 18:52:00,14.5,
INFY,2023-03-08 18:51:00,16.0,
INFY,2023-03-08 18:52:00,12.8,
ONGC,2023-03-08 18:51:00,17.0,
ONGC,2023-03-08 18:52:00,14.428571428571429,
RIL,2023-03-08 18:51:00,15.5,
RIL,2023-03-08 18:52:00,13.444444444444445,
TCS,2023-03-08 18:51:00,16.333333333333332,
TCS,2023-03-08 18:52:00,14.5,
INFY,2023-03-08 18:51:00,16.0,
INFY,2023-03-08 18:52:00,12.8,
ONGC,2023-03-08 18:51:00,17.0,
ONGC,2023-03-08 18:52:00,14.428571428571429,
RIL,2023-03-08 18:51:00,15.5,
RIL,2023-03-08 18:52:00,13.444444444444445,
RIL,2023-03-08 18:53:00,13.0,15.5
TCS,2023-03-08 18:51:00,16.333333333333332,
TCS,2023-03-08 18:52:00,14.5,
TCS,2023-03-08 18:53:00,12.0,16.333333333333332
INFY,2023-03-08 18:51:00,16.0,
INFY,2023-03-08 18:52:00,12.8,
INFY,2023-03-08 18:53:00,11.0,16.0
ONGC,2023-03-08 18:51:00,17.0,
ONGC,2023-03-08 18:52:00,14.428571428571429,
RIL,2023-03-08 18:51:00,15.5,
RIL,2023-03-08 18:52:00,13.444444444444445,
RIL,2023-03-08 18:53:00,13.0,15.5
TCS,2023-03-08 18:51:00,16.333333333333332,
TCS,2023-03-08 18:52:00,14.5,
TCS,2023-03-08 18:53:00,12.0,16.333333333333332
INFY,2023-03-08 18:51:00,16.0,
INFY,2023-03-08 18:52:00,12.8,
INFY,2023-03-08 18:53:00,12.0,16.0
ONGC,2023-03-08 18:51:00,17.0,
ONGC,2023-03-08 18:52:00,14.428571428571429,
ONGC,2023-03-08 18:53:00,19.0,17.0
RIL,2023-03-08 18:51:00,15.5,
RIL,2023-03-08 18:52:00,13.444444444444445,
RIL,2023-03-08 18:53:00,13.0,15.5
TCS,2023-03-08 18:51:00,16.333333333333332,
TCS,2023-03-08 18:52:00,14.5,
TCS,2023-03-08 18:53:00,12.0,16.333333333333332
INFY,2023-03-08 18:51:00,16.0,
INFY,2023-03-08 18:52:00,12.8,
INFY,2023-03-08 18:53:00,14.0,16.0
ONGC,2023-03-08 18:51:00,17.0,
ONGC,2023-03-08 18:52:00,14.428571428571429,
ONGC,2023-03-08 18:53:00,19.0,17.0
RIL,2023-03-08 18:51:00,15.5,
RIL,2023-03-08 18:52:00,13.444444444444445,
RIL,2023-03-08 18:53:00,13.0,15.5
TCS,2023-03-08 18:51:00,16.333333333333332,
TCS,2023-03-08 18:52:00,14.5,
TCS,2023-03-08 18:53:00,12.0,16.333333333333332
INFY,2023-03-08 18:51:00,16.0,
INFY,2023-03-08 18:52:00,12.8,
INFY,2023-03-08 18:53:00,14.0,16.0
ONGC,2023-03-08 18:51:00,17.0,
ONGC,2023-03-08 18:52:00,14.428571428571429,
ONGC,2023-03-08 18:53:00,19.0,17.0
RIL,2023-03-08 18:51:00,15.5,
RIL,2023-03-08 18:52:00,13.444444444444445,
RIL,2023-03-08 18:53:00,14.0,15.5
TCS,2023-03-08 18:51:00,16.333333333333332,
TCS,2023-03-08 18:52:00,14.5,
TCS,2023-03-08 18:53:00,12.0,16.333333333333332
INFY,2023-03-08 18:51:00,16.0,
INFY,2023-03-08 18:52:00,12.8,
INFY,2023-03-08 18:53:00,14.0,16.0
ONGC,2023-03-08 18:51:00,17.0,
ONGC,2023-03-08 18:52:00,14.428571428571429,
ONGC,2023-03-08 18:53:00,19.0,17.0
RIL,2023-03-08 18:51:00,15.5,
RIL,2023-03-08 18:52:00,13.444444444444445,
RIL,2023-03-08 18:53:00,14.0,15.5
TCS,2023-03-08 18:51:00,16.333333333333332,
TCS,2023-03-08 18:52:00,14.5,
TCS,2023-03-08 18:53:00,13.0,16.333333333333332
INFY,2023-03-08 18:51:00,16.0,
INFY,2023-03-08 18:52:00,12.8,
INFY,2023-03-08 18:53:00,14.4,16.0
ONGC,2023-03-08 18:51:00,17.0,
ONGC,2023-03-08 18:52:00,14.428571428571429,
ONGC,2023-03-08 18:53:00,16.0,17.0
RIL,2023-03-08 18:51:00,15.5,
RIL,2023-03-08 18:52:00,13.444444444444445,
RIL,2023-03-08 18:53:00,14.0,15.5
TCS,2023-03-08 18:51:00,16.333333333333332,
TCS,2023-03-08 18:52:00,14.5,
TCS,2023-03-08 18:53:00,13.0,16.333333333333332
INFY,2023-03-08 18:51:00,16.0,
INFY,2023-03-08 18:52:00,12.8,
INFY,2023-03-08 18:53:00,14.4,16.0
ONGC,2023-03-08 18:51:00,17.0,
ONGC,2023-03-08 18:52:00,14.428571428571429,
ONGC,2023-03-08 18:53:00,16.666666666666668,17.0
RIL,2023-03-08 18:51:00,15.5,
RIL,2023-03-08 18:52:00,13.444444444444445,
RIL,2023-03-08 18:53:00,15.666666666666666,15.5
TCS,2023-03-08 18:51:00,16.333333333333332,
TCS,2023-03-08 18:52:00,14.5,
TCS,2023-03-08 18:53:00,13.0,16.333333333333332
INFY,2023-03-08 18:51:00,16.0,
INFY,2023-03-08 18:52:00,12.8,
INFY,2023-03-08 18:53:00,14.4,16.0
ONGC,2023-03-08 18:51:00,17.0,
ONGC,2023-03-08 18:52:00,14.428571428571429,
ONGC,2023-03-08 18:53:00,16.666666666666668,17.0
RIL,2023-03-08 18:51:00,15.5,
RIL,2023-03-08 18:52:00,13.444444444444445,
RIL,2023-03-08 18:53:00,15.666666666666666,15.5
TCS,2023-03-08 18:51:00,16.333333333333332,
TCS,2023-03-08 18:52:00,14.5,
TCS,2023-03-08 18:53:00,15.0,16.333333333333332
INFY,2023-03-08 18:51:00,16.0,
INFY,2023-03-08 18:52:00,12.8,
INFY,2023-03-08 18:53:00,14.4,16.0
ONGC,2023-03-08 18:51:00,17.0,
ONGC,2023-03-08 18:52:00,14.428571428571429,
ONGC,2023-03-08 18:53:00,16.0,17.0
RIL,2023-03-08 18:51:00,15.5,
RIL,2023-03-08 18:52:00,13.444444444444445,
RIL,2023-03-08 18:53:00,15.666666666666666,15.5
TCS,2023-03-08 18:51:00,16.333333333333332,
TCS,2023-03-08 18:52:00,14.5,
TCS,2023-03-08 18:53:00,15.0,16.333333333333332
INFY,2023-03-08 18:51:00,16.0,
INFY,2023-03-08 18:52:00,12.8,
INFY,2023-03-08 18:53:00,14.4,16.0
ONGC,2023-03-08 18:51:00,17.0,
ONGC,2023-03-08 18:52:00,14.428571428571429,
ONGC,2023-03-08 18:53:00,16.0,17.0
RIL,2023-03-08 18:51:00,15.5,
RIL,2023-03-08 18:52:00,13.444444444444445,
RIL,2023-03-08 18:53:00,15.666666666666666,15.5
TCS,2023-03-08 18:51:00,16.333333333333332,
TCS,2023-03-08 18:52:00,14.5,
TCS,2023-03-08 18:53:00,14.5,16.333333333333332
INFY,2023-03-08 18:51:00,16.0,
INFY,2023-03-08 18:52:00,12.8,
INFY,2023-03-08 18:53:00,14.4,16.0
ONGC,2023-03-08 18:51:00,17.0,
ONGC,2023-03-08 18:52:00,14.428571428571429,
ONGC,2023-03-08 18:53:00,15.333333333333334,17.0
RIL,2023-03-08 18:51:00,15.5,
RIL,2023-03-08 18:52:00,13.444444444444445,
RIL,2023-03-08 18:53:00,15.666666666666666,15.5
TCS,2023-03-08 18:51:00,16.333333333333332,
TCS,2023-03-08 18:52:00,14.5,
TCS,2023-03-08 18:53:00,14.5,16.333333333333332
INFY,2023-03-08 18:51:00,16.0,
INFY,2023-03-08 18:52:00,12.8,
INFY,2023-03-08 18:53:00,14.4,16.0
ONGC,2023-03-08 18:51:00,17.0,
ONGC,2023-03-08 18:52:00,14.428571428571429,
ONGC,2023-03-08 18:53:00,15.333333333333334,17.0
RIL,2023-03-08 18:51:00,15.5,
RIL,2023-03-08 18:52:00,13.444444444444445,
RIL,2023-03-08 18:53:00,15.75,15.5
TCS,2023-03-08 18:51:00,16.333333333333332,
TCS,2023-03-08 18:52:00,14.5,
TCS,2023-03-08 18:53:00,15.4,16.333333333333332
INFY,2023-03-08 18:51:00,16.0,
INFY,2023-03-08 18:52:00,12.8,
INFY,2023-03-08 18:53:00,14.4,16.0
ONGC,2023-03-08 18:51:00,17.0,
ONGC,2023-03-08 18:52:00,14.428571428571429,
ONGC,2023-03-08 18:53:00,15.333333333333334,17.0
RIL,2023-03-08 18:51:00,15.5,
RIL,2023-03-08 18:52:00,13.444444444444445,
RIL,2023-03-08 18:53:00,14.666666666666666,15.5
TCS,2023-03-08 18:51:00,16.333333333333332,
TCS,2023-03-08 18:52:00,14.5,
TCS,2023-03-08 18:53:00,15.4,16.333333333333332
INFY,2023-03-08 18:51:00,16.0,
INFY,2023-03-08 18:52:00,12.8,
INFY,2023-03-08 18:53:00,14.4,16.0
ONGC,2023-03-08 18:51:00,17.0,
ONGC,2023-03-08 18:52:00,14.428571428571429,
ONGC,2023-03-08 18:53:00,15.333333333333334,17.0
RIL,2023-03-08 18:51:00,15.5,
RIL,2023-03-08 18:52:00,13.444444444444445,
RIL,2023-03-08 18:53:00,14.666666666666666,15.5
TCS,2023-03-08 18:51:00,16.333333333333332,
TCS,2023-03-08 18:52:00,14.5,
TCS,2023-03-08 18:53:00,15.0,16.333333333333332
INFY,2023-03-08 18:51:00,16.0,
INFY,2023-03-08 18:52:00,12.8,
INFY,2023-03-08 18:53:00,14.333333333333334,16.0
ONGC,2023-03-08 18:51:00,17.0,
ONGC,2023-03-08 18:52:00,14.428571428571429,
ONGC,2023-03-08 18:53:00,15.333333333333334,17.0
RIL,2023-03-08 18:51:00,15.5,
RIL,2023-03-08 18:52:00,13.444444444444445,
RIL,2023-03-08 18:53:00,14.285714285714286,15.5
TCS,2023-03-08 18:51:00,16.333333333333332,
TCS,2023-03-08 18:52:00,14.5,
TCS,2023-03-08 18:53:00,15.0,16.333333333333332
INFY,2023-03-08 18:51:00,16.0,
INFY,2023-03-08 18:52:00,12.8,
INFY,2023-03-08 18:53:00,14.0,16.0
ONGC,2023-03-08 18:51:00,17.0,
ONGC,2023-03-08 18:52:00,14.428571428571429,
ONGC,2023-03-08 18:53:00,15.333333333333334,17.0
RIL,2023-03-08 18:51:00,15.5,
RIL,2023-03-08 18:52:00,13.444444444444445,
RIL,2023-03-08 18:53:00,14.285714285714286,15.5
TCS,2023-03-08 18:51:00,16.333333333333332,
TCS,2023-03-08 18:52:00,14.5,
TCS,2023-03-08 18:53:00,15.0,16.333333333333332
INFY,2023-03-08 18:51:00,16.0,
INFY,2023-03-08 18:52:00,12.8,
INFY,2023-03-08 18:53:00,14.0,16.0
ONGC,2023-03-08 18:51:00,17.0,
ONGC,2023-03-08 18:52:00,14.428571428571429,
ONGC,2023-03-08 18:53:00,14.857142857142858,17.0
RIL,2023-03-08 18:51:00,15.5,
RIL,2023-03-08 18:52:00,13.444444444444445,
RIL,2023-03-08 18:53:00,15.0,15.5
TCS,2023-03-08 18:51:00,16.333333333333332,
TCS,2023-03-08 18:52:00,14.5,
TCS,2023-03-08 18:53:00,15.0,16.333333333333332
INFY,2023-03-08 18:51:00,16.0,
INFY,2023-03-08 18:52:00,12.8,
INFY,2023-03-08 18:53:00,14.0,16.0
ONGC,2023-03-08 18:51:00,17.0,
ONGC,2023-03-08 18:52:00,14.428571428571429,
ONGC,2023-03-08 18:53:00,14.857142857142858,17.0
RIL,2023-03-08 18:51:00,15.5,
RIL,2023-03-08 18:52:00,13.444444444444445,
RIL,2023-03-08 18:53:00,14.777777777777779,15.5
TCS,2023-03-08 18:51:00,16.333333333333332,
TCS,2023-03-08 18:52:00,14.5,
TCS,2023-03-08 18:53:00,14.875,16.333333333333332
INFY,2023-03-08 18:51:00,16.0,
INFY,2023-03-08 18:52:00,12.8,
INFY,2023-03-08 18:53:00,14.0,16.0
ONGC,2023-03-08 18:51:00,17.0,
ONGC,2023-03-08 18:52:00,14.428571428571429,
ONGC,2023-03-08 18:53:00,14.625,17.0
RIL,2023-03-08 18:51:00,15.5,
RIL,2023-03-08 18:52:00,13.444444444444445,
RIL,2023-03-08 18:53:00,15.0,15.5
TCS,2023-03-08 18:51:00,16.333333333333332,
TCS,2023-03-08 18:52:00,14.5,
TCS,2023-03-08 18:53:00,14.875,16.333333333333332
INFY,2023-03-08 18:51:00,16.0,
INFY,2023-03-08 18:52:00,12.8,
INFY,2023-03-08 18:53:00,14.0,16.0
ONGC,2023-03-08 18:51:00,17.0,
ONGC,2023-03-08 18:52:00,14.428571428571429,
ONGC,2023-03-08 18:53:00,14.625,17.0
RIL,2023-03-08 18:51:00,15.5,
RIL,2023-03-08 18:52:00,13.444444444444445,
RIL,2023-03-08 18:53:00,14.909090909090908,15.5
TCS,2023-03-08 18:51:00,16.333333333333332,
TCS,2023-03-08 18:52:00,14.5,
TCS,2023-03-08 18:53:00,14.666666666666666,16.333333333333332
INFY,2023-03-08 18:51:00,16.0,
INFY,2023-03-08 18:52:00,12.8,
INFY,2023-03-08 18:53:00,14.0,16.0
ONGC,2023-03-08 18:51:00,17.0,
ONGC,2023-03-08 18:52:00,14.428571428571429,
ONGC,2023-03-08 18:53:00,14.625,17.0
RIL,2023-03-08 18:51:00,15.5,
RIL,2023-03-08 18:52:00,13.444444444444445,
RIL,2023-03-08 18:53:00,15.25,15.5
TCS,2023-03-08 18:51:00,16.333333333333332,
TCS,2023-03-08 18:52:00,14.5,
TCS,2023-03-08 18:53:00,14.666666666666666,16.333333333333332
INFY,2023-03-08 18:51:00,16.0,
INFY,2023-03-08 18:52:00,12.8,
INFY,2023-03-08 18:53:00,14.0,16.0
INFY,2023-03-08 18:54:00,11.0,14.4
ONGC,2023-03-08 18:51:00,17.0,
ONGC,2023-03-08 18:52:00,14.428571428571429,
ONGC,2023-03-08 18:53:00,14.625,17.0
ONGC,2023-03-08 18:54:00,17.0,15.714285714285715
RIL,2023-03-08 18:51:00,15.5,
RIL,2023-03-08 18:52:00,13.444444444444445,
RIL,2023-03-08 18:53:00,15.25,15.5
TCS,2023-03-08 18:51:00,16.333333333333332,
TCS,2023-03-08 18:52:00,14.5,
TCS,2023-03-08 18:53:00,14.666666666666666,16.333333333333332
INFY,2023-03-08 18:51:00,16.0,
INFY,2023-03-08 18:52:00,12.8,
INFY,2023-03-08 18:53:00,14.0,16.0
INFY,2023-03-08 18:54:00,11.0,14.4
ONGC,2023-03-08 18:51:00,17.0,
ONGC,2023-03-08 18:52:00,14.428571428571429,
ONGC,2023-03-08 18:53:00,14.625,17.0
ONGC,2023-03-08 18:54:00,17.0,15.714285714285715
RIL,2023-03-08 18:51:00,15.5,
RIL,2023-03-08 18:52:00,13.444444444444445,
RIL,2023-03-08 18:53:00,15.25,15.5
RIL,2023-03-08 18:54:00,12.0,14.472222222222221
TCS,2023-03-08 18:51:00,16.333333333333332,
TCS,2023-03-08 18:52:00,14.5,
TCS,2023-03-08 18:53:00,14.666666666666666,16.333333333333332
INFY,2023-03-08 18:51:00,16.0,
INFY,2023-03-08 18:52:00,12.8,
INFY,2023-03-08 18:53:00,14.0,16.0
INFY,2023-03-08 18:54:00,11.0,14.4
ONGC,2023-03-08 18:51:00,17.0,
ONGC,2023-03-08 18:52:00,14.428571428571429,
ONGC,2023-03-08 18:53:00,14.625,17.0
ONGC,2023-03-08 18:54:00,15.5,15.714285714285715
RIL,2023-03-08 18:51:00,15.5,
RIL,2023-03-08 18:52:00,13.444444444444445,
RIL,2023-03-08 18:53:00,15.25,15.5
RIL,2023-03-08 18:54:00,14.5,14.472222222222221
TCS,2023-03-08 18:51:00,16.333333333333332,
TCS,2023-03-08 18:52:00,14.5,
TCS,2023-03-08 18:53:00,14.666666666666666,16.333333333333332
INFY,2023-03-08 18:51:00,16.0,
INFY,2023-03-08 18:52:00,12.8,
INFY,2023-03-08 18:53:00,14.0,16.0
INFY,2023-03-08 18:54:00,11.0,14.4
ONGC,2023-03-08 18:51:00,17.0,
ONGC,2023-03-08 18:52:00,14.428571428571429,
ONGC,2023-03-08 18:53:00,14.625,17.0
ONGC,2023-03-08 18:54:00,14.0,15.714285714285715
RIL,2023-03-08 18:51:00,15.5,
RIL,2023-03-08 18:52:00,13.444444444444445,
RIL,2023-03-08 18:53:00,15.25,15.5
RIL,2023-03-08 18:54:00,14.5,14.472222222222221
TCS,2023-03-08 18:51:00,16.333333333333332,
TCS,2023-03-08 18:52:00,14.5,
TCS,2023-03-08 18:53:00,14.666666666666666,16.333333333333332
TCS,2023-03-08 18:54:00,17.0,15.416666666666666
INFY,2023-03-08 18:51:00,16.0,
INFY,2023-03-08 18:52:00,12.8,
INFY,2023-03-08 18:53:00,14.0,16.0
INFY,2023-03-08 18:54:00,11.0,14.4
ONGC,2023-03-08 18:51:00,17.0,
ONGC,2023-03-08 18:52:00,14.428571428571429,
ONGC,2023-03-08 18:53:00,14.625,17.0
ONGC,2023-03-08 18:54:00,14.0,15.714285714285715
RIL,2023-03-08 18:51:00,15.5,
RIL,2023-03-08 18:52:00,13.444444444444445,
RIL,2023-03-08 18:53:00,15.25,15.5
RIL,2023-03-08 18:54:00,14.5,14.472222222222221
TCS,2023-03-08 18:51:00,16.333333333333332,
TCS,2023-03-08 18:52:00,14.5,
TCS,2023-03-08 18:53:00,14.666666666666666,16.333333333333332
TCS,2023-03-08 18:54:00,14.0,15.416666666666666
INFY,2023-03-08 18:51:00,16.0,
INFY,2023-03-08 18:52:00,12.8,
INFY,2023-03-08 18:53:00,14.0,16.0
INFY,2023-03-08 18:54:00,15.0,14.4
ONGC,2023-03-08 18:51:00,17.0,
ONGC,2023-03-08 18:52:00,14.428571428571429,
ONGC,2023-03-08 18:53:00,14.625,17.0
ONGC,2023-03-08 18:54:00,14.0,15.714285714285715
RIL,2023-03-08 18:51:00,15.5,
RIL,2023-03-08 18:52:00,13.444444444444445,
RIL,2023-03-08 18:53:00,15.25,15.5
RIL,2023-03-08 18:54:00,14.5,14.472222222222221
TCS,2023-03-08 18:51:00,16.333333333333332,
TCS,2023-03-08 18:52:00,14.5,
TCS,2023-03-08 18:53:00,14.666666666666666,16.333333333333332
TCS,2023-03-08 18:54:00,14.0,15.416666666666666
INFY,2023-03-08 18:51:00,16.0,
INFY,2023-03-08 18:52:00,12.8,
INFY,2023-03-08 18:53:00,14.0,16.0
INFY,2023-03-08 18:54:00,15.0,14.4
ONGC,2023-03-08 18:51:00,17.0,
ONGC,2023-03-08 18:52:00,14.428571428571429,
ONGC,2023-03-08 18:53:00,14.625,17.0
ONGC,2023-03-08 18:54:00,14.0,15.714285714285715
RIL,2023-03-08 18:51:00,15.5,
RIL,2023-03-08 18:52:00,13.444444444444445,
RIL,2023-03-08 18:53:00,15.25,15.5
RIL,2023-03-08 18:54:00,14.5,14.472222222222221
TCS,2023-03-08 18:51:00,16.333333333333332,
TCS,2023-03-08 18:52:00,14.5,
TCS,2023-03-08 18:53:00,14.666666666666666,16.333333333333332
TCS,2023-03-08 18:54:00,14.8,15.416666666666666
INFY,2023-03-08 18:51:00,16.0,
INFY,2023-03-08 18:52:00,12.8,
INFY,2023-03-08 18:53:00,14.0,16.0
INFY,2023-03-08 18:54:00,15.0,14.4
ONGC,2023-03-08 18:51:00,17.0,
ONGC,2023-03-08 18:52:00,14.428571428571429,
ONGC,2023-03-08 18:53:00,14.625,17.0
ONGC,2023-03-08 18:54:00,14.5,15.714285714285715
RIL,2023-03-08 18:51:00,15.5,
RIL,2023-03-08 18:52:00,13.444444444444445,
RIL,2023-03-08 18:53:00,15.25,15.5
RIL,2023-03-08 18:54:00,13.333333333333334,14.472222222222221
TCS,2023-03-08 18:51:00,16.333333333333332,
TCS,2023-03-08 18:52:00,14.5,
TCS,2023-03-08 18:53:00,14.666666666666666,16.333333333333332
TCS,2023-03-08 18:54:00,14.8,15.416666666666666
INFY,2023-03-08 18:51:00,16.0,
INFY,2023-03-08 18:52:00,12.8,
INFY,2023-03-08 18:53:00,14.0,16.0
INFY,2023-03-08 18:54:00,13.333333333333334,14.4
ONGC,2023-03-08 18:51:00,17.0,
ONGC,2023-03-08 18:52:00,14.428571428571429,
ONGC,2023-03-08 18:53:00,14.625,17.0
ONGC,2023-03-08 18:54:00,14.5,15.714285714285715
RIL,2023-03-08 18:51:00,15.5,
RIL,2023-03-08 18:52:00,13.444444444444445,
RIL,2023-03-08 18:53:00,15.25,15.5
RIL,2023-03-08 18:54:00,13.0,14.472222222222221
TCS,2023-03-08 18:51:00,16.333333333333332,
TCS,2023-03-08 18:52:00,14.5,
TCS,2023-03-08 18:53:00,14.666666666666666,16.333333333333332
TCS,2023-03-08 18:54:00,14.8,15.416666666666666
INFY,2023-03-08 18:51:00,16.0,
INFY,2023-03-08 18:52:00,12.8,
INFY,2023-03-08 18:53:00,14.0,16.0
INFY,2023-03-08 18:54:00,14.5,14.4
ONGC,2023-03-08 18:51:00,17.0,
ONGC,2023-03-08 18:52:00,14.428571428571429,
ONGC,2023-03-08 18:53:00,14.625,17.0
ONGC,2023-03-08 18:54:00,15.4,15.714285714285715
RIL,2023-03-08 18:51:00,15.5,
RIL,2023-03-08 18:52:00,13.444444444444445,
RIL,2023-03-08 18:53:00,15.25,15.5
RIL,2023-03-08 18:54:00,13.0,14.472222222222221
TCS,2023-03-08 18:51:00,16.333333333333332,
TCS,2023-03-08 18:52:00,14.5,
TCS,2023-03-08 18:53:00,14.666666666666666,16.333333333333332
TCS,2023-03-08 18:54:00,14.8,15.416666666666666
INFY,2023-03-08 18:51:00,16.0,
INFY,2023-03-08 18:52:00,12.8,
INFY,2023-03-08 18:53:00,14.0,16.0
INFY,2023-03-08 18:54:00,14.5,14.4
